Certificate,Runtime,Genre,Description,Directors,Stars,Rating
PG,129.0,"Biography,Drama,Sport","
    Jim White moves his family after losing his last job as a football coach. He sees that some of the students are worth starting a cross-country team and turns seven students with no hope into one of the best cross-country teams.",Niki Caro," Kevin Costner, Maria Bello, Ramiro Rodriguez, Carlos Pratts",7.4
PG-13,88.0,"Comedy,Drama,Fantasy","
    A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",Todd Strauss-Schulson," Taissa Farmiga, Malin Akerman, Adam Devine, Thomas Middleditch",6.6
R,91.0,"Comedy,Drama","
    A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable, and unimaginable.",Ken Scott," Vince Vaughn, Dave Franco, Tom Wilkinson, James Marsden",5.4
PG,122.0,"Comedy,Drama","
    As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel.",John Madden," Judi Dench, Maggie Smith, Bill Nighy, Dev Patel",6.6
PG-13,96.0,"Action,Crime,Thriller","
    A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.",James McTeigue," Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace",5.6
R,88.0,"Crime,Thriller","
    A small-town sheriff sets out to find the two kids who have taken his car on a joy ride.",Jon Watts," Kevin Bacon, James Freedson-Jackson, Hays Wellford, Shea Whigham",6.3
R,106.0,"Biography,Comedy,Drama","
    An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.",Dan Fogelman," Al Pacino, Annette Bening, Jennifer Garner, Bobby Cannavale",7.0
R,102.0,"Comedy,Drama,Romance","
    A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.",Marielle Heller," Bel Powley, Alexander Skarsgård, Kristen Wiig, Christopher Meloni",6.9
R,106.0,"Biography,Drama","
    The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",James Ponsoldt," Jason Segel, Jesse Eisenberg, Anna Chlumsky, Mamie Gummer",7.3
PG-13,98.0,"Drama,Sci-Fi,Thriller","
    In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.",Craig Zobel," Chiwetel Ejiofor, Chris Pine, Margot Robbie",6.0
R,93.0,"Action,Crime,Drama","
    A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",Scott Mann," Robert De Niro, Jeffrey Dean Morgan, Dave Bautista, Kate Bosworth",6.1
PG-13,101.0,"Drama,Romance,Sci-Fi","
    In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",Drake Doremus," Nicholas Hoult, Kristen Stewart, Vernetta Lopez, Scott Lawrence",6.1
Not Rated,93.0,"Action,Adventure,Comedy","
    In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.","François Simard, Anouk Whissell, Yoann-Karl Whissell"," Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",6.7
R,88.0,"Comedy,Crime,Drama","
    A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.",Sean Baker," Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan",7.1
PG,111.0,"Adventure,Drama,Family","
    A military dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.",Boaz Yakin," Thomas Haden Church, Josh Wiggins, Luke Kleintank, Lauren Graham",6.7
R,84.0,"Comedy,Drama","
    A lonely college freshman's life is turned upside-down by her impetuous, adventurous stepsister-to-be.",Noah Baumbach," Greta Gerwig, Lola Kirke, Shana Dowdeswell, Shelby Rebecca Wong",6.7
R,118.0,"Drama,Romance","
    A writer indulging in all that Los Angeles and Las Vegas has to offer undertakes a search for love and self via a series of adventures with six different women.",Terrence Malick," Christian Bale, Cate Blanchett, Natalie Portman, Brian Dennehy",5.7
R,104.0,"Adventure,Biography,Comedy","
    After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick Nolte).",Ken Kwapis," Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",6.3
R,116.0,Drama,"
    A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own.",Gabriele Muccino," Russell Crowe, Amanda Seyfried, Aaron Paul, Diane Kruger",7.1
PG-13,101.0,"Comedy,Drama,Music","
    A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.",Jonathan Demme," Meryl Streep, Kevin Kline, Mamie Gummer, Sebastian Stan",5.9
PG-13,106.0,"Drama,History,War","
    An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.",Alejandro Monteverde," Jakob Salvati, Emily Watson, David Henrie, Michael Rapaport",7.4
R,98.0,"Action,Drama,Western","
    A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.",Gavin O'Connor," Natalie Portman, Joel Edgerton, Ewan McGregor, Rodrigo Santoro",5.9
R,107.0,"Comedy,Drama","
    A battle-hardened American political consultant is sent to help re-elect a controversial president in Bolivia, where she must compete with a long-term rival working for another candidate.",David Gordon Green," Sandra Bullock, Billy Bob Thornton, Anthony Mackie, Joaquim de Almeida",6.1
PG-13,107.0,"Comedy,Fantasy,Romance","
    The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve. Can they survive the most beautiful time of the year?",Jessie Nelson," Steve Martin, Diane Keaton, John Goodman, Ed Helms",5.8
PG-13,96.0,"Action,Adventure,Comedy","
    A teenage special ops agent coveting a ""normal"" adolescence fakes her own death and enrolls in a suburban high school. She quickly learns that surviving the treacherous waters of high school is more challenging than international espionage.",Kyle Newman," Jaime King, Samuel L. Jackson, Madeleine Stack, Eva G. Cooper",5.4
R,108.0,"Comedy,Drama","
    Down on his luck and facing financial hardship, Gerry teams up with younger charismatic poker player, Curtis, in an attempt to change his luck. The two set off on a road trip through the South with visions of winning back what's been lost.","Anna Boden, Ryan Fleck"," Ben Mendelsohn, Ryan Reynolds, Yvonne Landry, Anthony Howard",6.4
R,95.0,"Action,Crime,Drama","
    The inside story of the planning, execution, rousing aftermath, and ultimate downfall of the kidnappers of beer tycoon Alfred ""Freddy"" Heineken in 1983, which resulted in the largest ransom ever paid for an individual.",Daniel Alfredson," Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins",6.1
R,84.0,"Horror,Thriller","
    A family takes refuge in a bomb shelter to avoid a dangerous outbreak.","Matt Duffer, Ross Duffer"," Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind, Steven Elliot",6.4
R,90.0,"Comedy,Drama,Romance","
    A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.",Michael Showalter," Sally Field, Max Greenfield, Tyne Daly, Wendi McLendon-Covey",6.6
PG-13,94.0,"Action,Crime,Drama","
    Wanted by the Chinese mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",Daniel Benmayor," Taylor Lautner, Marie Avgeropoulos, Adam Rayner, Rafi Gavron",5.6
R,125.0,"Biography,Drama,History","
    Newsroom drama detailing the 2004 CBS 60 Minutes report investigating then-President George W. Bush's military service, and the subsequent firestorm of criticism that cost anchor Dan Rather and producer Mary Mapes their careers.",James Vanderbilt," Cate Blanchett, Robert Redford, Dennis Quaid, Elisabeth Moss",6.8
R,122.0,"Drama,Romance","
    A couple tries to repair their marriage while staying at a hotel in France.",Angelina Jolie," Brad Pitt, Angelina Jolie, Mélanie Laurent, Melvil Poupaud",5.3
PG-13,98.0,"Biography,Drama,History","
    In 1961, famed social psychologist Stanley Milgram conducted a series of radical behavior experiments that tested ordinary humans' willingness to obey authority.",Michael Almereyda," John Palladino, Anthony Edwards, Jim Gaffigan, Peter Sarsgaard",6.6
PG-13,105.0,"Animation,Action,Adventure","
    A thousand years ago, one boy with a dream of becoming a great warrior is abducted with his sister and taken to a land far away from home. Thrown into a world where greed and injustice rule all, Bilal finds the courage to raise his voice and make a change. Inspired by true events, this is a story of a real hero who earned his remembrance in time and history.","Khurram H. Alavi, Ayman Jamal"," Adewale Akinnuoye-Agbaje, Ian McShane, China Anne McClain, Thomas Ian Nicholas",7.9
Not Rated,84.0,"Horror,Mystery","
    In the cold, wintery fields of New England, a lonely old house wakes up every thirty years - and demands a sacrifice.",Ted Geoghegan," Andrew Sensenig, Barbara Crampton, Larry Fessenden, Lisa Marie",5.7
Not Rated,79.0,"Drama,Horror,Thriller","
    A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale.",Sean Byrne," Ethan Embry, Shiri Appleby, Pruitt Taylor Vince, Kiara Glasco",6.4
PG,92.0,"Animation,Adventure,Comedy","
    The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.",Walt Becker," Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney",5.0
R,89.0,"Fantasy,Horror,Thriller","
    Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.","Roxanne Benjamin, Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Patrick Horvath, Justin Martinez, Radio Silence, Chad Villella"," Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic, Fabianne Therese",5.9
R,79.0,"Comedy,Mystery","
    Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family ""playdate"" becomes increasingly interesting as the night goes on.",Patrick Brice," Adam Scott, Taylor Schilling, Jason Schwartzman, Judith Godrèche",6.1
R,112.0,"Drama,Horror,Sci-Fi","
    And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.",Miguel Ángel Vivas," Matthew Fox, Jeffrey Donovan, Quinn McColgan, Clara Lago",5.9
R,98.0,"Comedy,Drama,Romance","
    Maggie wants to have a baby, raising him on her own, but when she gets romantically involved with John, a married man, things get complicated and all the balance of Maggie's plans may collapse.",Rebecca Miller," Greta Gerwig, Ethan Hawke, Julianne Moore, Maya Rudolph",6.2
Not Rated,94.0,"Drama,Horror,Mystery","
    A professor frantically searches for his son who was abducted during a Halloween carnival.",Uli Edel," Nicolas Cage, Sarah Wayne Callies, Veronica Ferres, Lyriq Bent",5.2
Not Rated,86.0,"Action,Comedy,Horror","
    Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.",Jason Lei Howden," Milo Cawthorne, James Joshua Blake, Kimberley Crossman, Sam Berkley",6.3
Not Rated,97.0,"Horror,Thriller","
    A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.",Corin Hardy," Joseph Mawle, Bojana Novakovic, Michael McElhatton, Michael Smiley",5.7
R,100.0,"Comedy,Crime,Drama","
    High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live.",Tony McNamara," Mickey Rourke, Nat Wolff, Emma Roberts, Sarah Silverman",6.4
R,79.0,"Comedy,Drama","
    A teenager facing an unplanned pregnancy seeks help from her acerbic grandmother, a woman who is long estranged from her daughter.",Paul Weitz," Lily Tomlin, Julia Garner, Marcia Gay Harden, Judy Greer",6.7
